paper,0.158904719,63
secur council resolut,0.159721712,136
council resolut,0.159721712,136
royal,0.163097591,159
readi,0.163458453,122
alongsid,0.163955224,66
difficulti,0.164752672,114
marin,0.167743103,88
suicid,0.169240636,129
resolv,0.171976614,153
obvious,0.172454854,82
support govern,0.172793608,72
deliv,0.173524602,114
educ,0.175676207,53
reconstruct,0.175898183,85
palestinian author,0.177232325,97
emphasis,0.180730116,56
practic,0.181780536,68
saddam',0.182103742,91
taliban regim,0.186682497,72
avail,0.190650751,189
novemb,0.194258254,66
regiment,0.195941756,54
board,0.199840391,57
complianc,0.200571386,72
brigad,0.201050313,58
state israel,0.203349163,60
chapter,0.209409769,66
interim,0.212323522,52
river,0.220996222,102
royal marin,0.229475289,74
grate hon,0.233652194,55
